,bpm,source,timestamp
9332,82,awake,2025-03-13T02:52:40+00:00
9333,96,awake,2025-03-13T02:52:44+00:00
9334,87,awake,2025-03-13T02:52:48+00:00
9335,83,awake,2025-03-13T02:54:54+00:00
9336,80,awake,2025-03-13T02:54:58+00:00
9337,85,awake,2025-03-13T02:55:02+00:00
9338,83,awake,2025-03-13T02:57:04+00:00
9339,87,awake,2025-03-13T02:57:43+00:00
9340,79,awake,2025-03-13T02:58:13+00:00
9341,87,awake,2025-03-13T03:02:34+00:00
9342,79,awake,2025-03-13T03:03:14+00:00
9343,82,awake,2025-03-13T03:03:29+00:00
9344,74,awake,2025-03-13T03:07:39+00:00
9345,83,awake,2025-03-13T03:07:44+00:00
9346,79,awake,2025-03-13T03:08:50+00:00
9347,85,awake,2025-03-13T03:12:43+00:00
9348,77,awake,2025-03-13T03:12:45+00:00
9349,80,awake,2025-03-13T03:12:49+00:00
9350,87,awake,2025-03-13T03:18:01+00:00
9351,82,awake,2025-03-13T03:18:16+00:00
9352,91,awake,2025-03-13T03:18:34+00:00
9353,91,awake,2025-03-13T03:25:02+00:00
9354,88,awake,2025-03-13T03:25:47+00:00
9355,88,awake,2025-03-13T03:25:53+00:00
9356,90,awake,2025-03-13T03:27:27+00:00
9357,83,awake,2025-03-13T03:27:37+00:00
9358,86,awake,2025-03-13T03:28:20+00:00
9359,96,awake,2025-03-13T03:35:22+00:00
9360,90,awake,2025-03-13T03:35:27+00:00
9361,93,awake,2025-03-13T03:35:30+00:00
9362,98,workout,2025-03-13T03:38:58+00:00
9363,97,workout,2025-03-13T03:39:03+00:00
9364,98,workout,2025-03-13T03:39:08+00:00
9365,99,workout,2025-03-13T03:39:13+00:00
9366,99,workout,2025-03-13T03:39:18+00:00
9367,99,workout,2025-03-13T03:39:23+00:00
9368,100,workout,2025-03-13T03:39:28+00:00
9369,100,workout,2025-03-13T03:39:33+00:00
9370,101,workout,2025-03-13T03:39:38+00:00
9371,101,workout,2025-03-13T03:39:43+00:00
9372,102,workout,2025-03-13T03:39:48+00:00
9373,103,workout,2025-03-13T03:39:53+00:00
9374,104,workout,2025-03-13T03:39:58+00:00
9375,105,workout,2025-03-13T03:40:03+00:00
9376,105,workout,2025-03-13T03:40:08+00:00
9377,106,workout,2025-03-13T03:40:13+00:00
9378,106,workout,2025-03-13T03:40:18+00:00
9379,107,workout,2025-03-13T03:40:23+00:00
9380,107,workout,2025-03-13T03:40:28+00:00
9381,108,workout,2025-03-13T03:40:33+00:00
9382,109,workout,2025-03-13T03:40:38+00:00
9383,108,workout,2025-03-13T03:40:43+00:00
9384,108,workout,2025-03-13T03:40:48+00:00
9385,107,workout,2025-03-13T03:40:53+00:00
9386,107,workout,2025-03-13T03:40:58+00:00
9387,107,workout,2025-03-13T03:41:03+00:00
9388,106,workout,2025-03-13T03:41:08+00:00
9389,105,workout,2025-03-13T03:41:13+00:00
9390,105,workout,2025-03-13T03:41:18+00:00
9391,105,workout,2025-03-13T03:41:23+00:00
9392,105,workout,2025-03-13T03:41:28+00:00
9393,105,workout,2025-03-13T03:41:33+00:00
9394,105,workout,2025-03-13T03:41:38+00:00
9395,105,workout,2025-03-13T03:41:43+00:00
9396,105,workout,2025-03-13T03:41:48+00:00
9397,106,workout,2025-03-13T03:41:53+00:00
9398,106,workout,2025-03-13T03:41:58+00:00
9399,107,workout,2025-03-13T03:42:03+00:00
9400,107,workout,2025-03-13T03:42:08+00:00
9401,106,workout,2025-03-13T03:42:13+00:00
9402,105,workout,2025-03-13T03:42:18+00:00
9403,105,workout,2025-03-13T03:42:23+00:00
9404,105,workout,2025-03-13T03:42:28+00:00
9405,105,workout,2025-03-13T03:42:33+00:00
9406,105,workout,2025-03-13T03:42:38+00:00
9407,105,workout,2025-03-13T03:42:43+00:00
9408,105,workout,2025-03-13T03:42:48+00:00
9409,105,workout,2025-03-13T03:42:53+00:00
9410,105,workout,2025-03-13T03:42:58+00:00
9411,105,workout,2025-03-13T03:43:03+00:00
9412,105,workout,2025-03-13T03:43:08+00:00
9413,106,workout,2025-03-13T03:43:13+00:00
9414,106,workout,2025-03-13T03:43:18+00:00
9415,107,workout,2025-03-13T03:43:23+00:00
9416,107,workout,2025-03-13T03:43:28+00:00
9417,107,workout,2025-03-13T03:43:33+00:00
9418,107,workout,2025-03-13T03:43:38+00:00
9419,106,workout,2025-03-13T03:43:43+00:00
9420,106,workout,2025-03-13T03:43:48+00:00
9421,106,workout,2025-03-13T03:43:53+00:00
9422,106,workout,2025-03-13T03:43:58+00:00
9423,106,workout,2025-03-13T03:44:03+00:00
9424,106,workout,2025-03-13T03:44:08+00:00
9425,107,workout,2025-03-13T03:44:13+00:00
9426,107,workout,2025-03-13T03:44:18+00:00
9427,108,workout,2025-03-13T03:44:23+00:00
9428,108,workout,2025-03-13T03:44:28+00:00
9429,109,workout,2025-03-13T03:44:33+00:00
9430,110,workout,2025-03-13T03:44:38+00:00
9431,111,workout,2025-03-13T03:44:43+00:00
9432,111,workout,2025-03-13T03:44:48+00:00
9433,111,workout,2025-03-13T03:44:53+00:00
9434,110,workout,2025-03-13T03:44:58+00:00
9435,110,workout,2025-03-13T03:45:03+00:00
9436,109,workout,2025-03-13T03:45:08+00:00
9437,109,workout,2025-03-13T03:45:13+00:00
9438,110,workout,2025-03-13T03:45:18+00:00
9439,110,workout,2025-03-13T03:45:23+00:00
9440,111,workout,2025-03-13T03:45:28+00:00
9441,110,workout,2025-03-13T03:45:33+00:00
9442,110,workout,2025-03-13T03:45:38+00:00
9443,110,workout,2025-03-13T03:45:43+00:00
9444,110,workout,2025-03-13T03:45:48+00:00
9445,110,workout,2025-03-13T03:45:53+00:00
9446,110,workout,2025-03-13T03:45:58+00:00
9447,110,workout,2025-03-13T03:46:03+00:00
9448,110,workout,2025-03-13T03:46:08+00:00
9449,110,workout,2025-03-13T03:46:13+00:00
9450,110,workout,2025-03-13T03:46:18+00:00
9451,110,workout,2025-03-13T03:46:23+00:00
9452,110,workout,2025-03-13T03:46:28+00:00
9453,111,workout,2025-03-13T03:46:33+00:00
9454,111,workout,2025-03-13T03:46:38+00:00
9455,111,workout,2025-03-13T03:46:43+00:00
9456,111,workout,2025-03-13T03:46:48+00:00
9457,111,workout,2025-03-13T03:46:53+00:00
9458,111,workout,2025-03-13T03:46:58+00:00
9459,111,workout,2025-03-13T03:47:03+00:00
9460,111,workout,2025-03-13T03:47:08+00:00
9461,111,workout,2025-03-13T03:47:13+00:00
9462,111,workout,2025-03-13T03:47:18+00:00
9463,111,workout,2025-03-13T03:47:23+00:00
9464,111,workout,2025-03-13T03:47:28+00:00
9465,111,workout,2025-03-13T03:47:33+00:00
9466,111,workout,2025-03-13T03:47:38+00:00
9467,110,workout,2025-03-13T03:47:43+00:00
9468,110,workout,2025-03-13T03:47:48+00:00
9469,109,workout,2025-03-13T03:47:53+00:00
9470,109,workout,2025-03-13T03:47:58+00:00
9471,109,workout,2025-03-13T03:48:03+00:00
9472,109,workout,2025-03-13T03:48:08+00:00
9473,109,workout,2025-03-13T03:48:13+00:00
9474,109,workout,2025-03-13T03:48:18+00:00
9475,109,workout,2025-03-13T03:48:23+00:00
9476,109,workout,2025-03-13T03:48:28+00:00
9477,109,workout,2025-03-13T03:48:33+00:00
9478,108,workout,2025-03-13T03:48:38+00:00
9479,108,workout,2025-03-13T03:48:43+00:00
9480,107,workout,2025-03-13T03:48:48+00:00
9481,107,workout,2025-03-13T03:48:53+00:00
9482,106,workout,2025-03-13T03:48:58+00:00
9483,106,workout,2025-03-13T03:49:03+00:00
9484,106,workout,2025-03-13T03:49:08+00:00
9485,105,workout,2025-03-13T03:49:13+00:00
9486,105,workout,2025-03-13T03:49:18+00:00
9487,104,workout,2025-03-13T03:49:23+00:00
9488,103,workout,2025-03-13T03:49:28+00:00
9489,102,workout,2025-03-13T03:49:33+00:00
9490,101,workout,2025-03-13T03:49:38+00:00
9491,101,workout,2025-03-13T03:49:43+00:00
9492,101,workout,2025-03-13T03:49:48+00:00
9493,101,workout,2025-03-13T03:49:53+00:00
9494,101,workout,2025-03-13T03:49:58+00:00
9495,101,workout,2025-03-13T03:50:03+00:00
9496,101,workout,2025-03-13T03:50:08+00:00
9497,101,workout,2025-03-13T03:50:13+00:00
9498,102,workout,2025-03-13T03:50:18+00:00
9499,101,workout,2025-03-13T03:50:23+00:00
9500,101,workout,2025-03-13T03:50:28+00:00
9501,101,workout,2025-03-13T03:50:33+00:00
9502,101,workout,2025-03-13T03:50:38+00:00
9503,101,workout,2025-03-13T03:50:43+00:00
9504,101,workout,2025-03-13T03:50:48+00:00
9505,101,workout,2025-03-13T03:50:53+00:00
9506,100,workout,2025-03-13T03:50:58+00:00
9507,100,workout,2025-03-13T03:51:03+00:00
9508,99,workout,2025-03-13T03:51:08+00:00
9509,99,workout,2025-03-13T03:51:13+00:00
9510,99,workout,2025-03-13T03:51:18+00:00
9511,99,workout,2025-03-13T03:51:23+00:00
9512,99,workout,2025-03-13T03:51:28+00:00
9513,99,workout,2025-03-13T03:51:33+00:00
9514,99,workout,2025-03-13T03:51:38+00:00
9515,99,workout,2025-03-13T03:51:43+00:00
9516,99,workout,2025-03-13T03:51:48+00:00
9517,99,workout,2025-03-13T03:51:53+00:00
9518,98,workout,2025-03-13T03:51:58+00:00
9519,98,workout,2025-03-13T03:52:03+00:00
9520,98,workout,2025-03-13T03:52:08+00:00
9521,98,workout,2025-03-13T03:52:13+00:00
9522,99,workout,2025-03-13T03:52:18+00:00
9523,99,workout,2025-03-13T03:52:23+00:00
9524,99,workout,2025-03-13T03:52:28+00:00
9525,99,workout,2025-03-13T03:52:33+00:00
9526,99,workout,2025-03-13T03:52:38+00:00
9527,99,workout,2025-03-13T03:52:43+00:00
9528,99,workout,2025-03-13T03:52:48+00:00
9529,99,workout,2025-03-13T03:52:53+00:00
9530,99,workout,2025-03-13T03:52:58+00:00
9531,100,workout,2025-03-13T03:53:03+00:00
9532,100,workout,2025-03-13T03:53:08+00:00
9533,101,workout,2025-03-13T03:53:13+00:00
9534,101,workout,2025-03-13T03:53:18+00:00
9535,101,workout,2025-03-13T03:53:23+00:00
9536,101,workout,2025-03-13T03:53:28+00:00
9537,101,workout,2025-03-13T03:53:33+00:00
9538,100,workout,2025-03-13T03:53:38+00:00
9539,99,workout,2025-03-13T03:53:43+00:00
9540,98,workout,2025-03-13T03:53:48+00:00
9541,97,workout,2025-03-13T03:53:53+00:00
9542,96,workout,2025-03-13T03:53:58+00:00
9543,97,workout,2025-03-13T03:54:03+00:00
9544,96,workout,2025-03-13T03:54:08+00:00
9545,96,workout,2025-03-13T03:54:13+00:00
9546,95,workout,2025-03-13T03:54:18+00:00
9547,95,workout,2025-03-13T03:54:23+00:00
9548,95,workout,2025-03-13T03:54:28+00:00
9549,94,workout,2025-03-13T03:54:33+00:00
9550,94,workout,2025-03-13T03:54:38+00:00
9551,94,workout,2025-03-13T03:54:43+00:00
9552,94,workout,2025-03-13T03:54:48+00:00
9553,94,workout,2025-03-13T03:54:53+00:00
9554,94,workout,2025-03-13T03:54:58+00:00
9555,94,workout,2025-03-13T03:55:03+00:00
9556,94,workout,2025-03-13T03:55:08+00:00
9557,95,awake,2025-03-13T03:55:11+00:00
9558,94,workout,2025-03-13T03:55:13+00:00
9559,93,workout,2025-03-13T03:55:18+00:00
9560,93,workout,2025-03-13T03:55:23+00:00
9561,93,workout,2025-03-13T03:55:28+00:00
9562,94,workout,2025-03-13T03:55:33+00:00
9563,94,workout,2025-03-13T03:55:38+00:00
9564,90,awake,2025-03-13T03:55:40+00:00
9565,94,workout,2025-03-13T03:55:43+00:00
9566,94,workout,2025-03-13T03:55:48+00:00
9567,94,workout,2025-03-13T03:55:53+00:00
9568,97,awake,2025-03-13T03:55:56+00:00
9569,94,workout,2025-03-13T03:55:58+00:00
9570,95,workout,2025-03-13T03:56:03+00:00
9571,95,workout,2025-03-13T03:56:08+00:00
9572,95,workout,2025-03-13T03:56:13+00:00
9573,95,workout,2025-03-13T03:56:18+00:00
9574,95,workout,2025-03-13T03:56:23+00:00
9575,95,workout,2025-03-13T03:56:28+00:00
9576,95,workout,2025-03-13T03:56:33+00:00
9577,96,workout,2025-03-13T03:56:38+00:00
9578,96,workout,2025-03-13T03:56:43+00:00
9579,96,workout,2025-03-13T03:56:48+00:00
9580,96,workout,2025-03-13T03:56:53+00:00
9581,96,workout,2025-03-13T03:56:58+00:00
9582,96,workout,2025-03-13T03:57:03+00:00
9583,96,workout,2025-03-13T03:57:08+00:00
9584,95,workout,2025-03-13T03:57:13+00:00
9585,95,workout,2025-03-13T03:57:18+00:00
9586,95,workout,2025-03-13T03:57:23+00:00
9587,95,workout,2025-03-13T03:57:28+00:00
9588,96,workout,2025-03-13T03:57:33+00:00
9589,96,workout,2025-03-13T03:57:38+00:00
9590,96,awake,2025-03-13T03:57:39+00:00
9591,96,workout,2025-03-13T03:57:43+00:00
9592,98,awake,2025-03-13T03:57:44+00:00
9593,94,awake,2025-03-13T03:57:47+00:00
9594,96,workout,2025-03-13T03:57:48+00:00
9595,95,workout,2025-03-13T03:57:53+00:00
9596,96,workout,2025-03-13T03:57:58+00:00
9597,96,workout,2025-03-13T03:58:03+00:00
9598,97,workout,2025-03-13T03:58:08+00:00
9599,98,workout,2025-03-13T03:58:13+00:00
9600,99,workout,2025-03-13T03:58:18+00:00
9601,99,workout,2025-03-13T03:58:23+00:00
9602,100,workout,2025-03-13T03:58:28+00:00
9603,100,workout,2025-03-13T03:58:33+00:00
9604,100,workout,2025-03-13T03:58:38+00:00
9605,101,workout,2025-03-13T03:58:43+00:00
9606,101,workout,2025-03-13T03:58:48+00:00
9607,100,workout,2025-03-13T03:58:53+00:00
9608,101,workout,2025-03-13T03:58:58+00:00
9609,102,workout,2025-03-13T03:59:03+00:00
9610,103,workout,2025-03-13T03:59:08+00:00
9611,104,workout,2025-03-13T03:59:13+00:00
9612,105,workout,2025-03-13T03:59:18+00:00
9613,105,workout,2025-03-13T03:59:23+00:00
9614,105,workout,2025-03-13T03:59:28+00:00
9615,105,workout,2025-03-13T03:59:33+00:00
9616,105,workout,2025-03-13T03:59:38+00:00
9617,105,workout,2025-03-13T03:59:43+00:00
9618,106,workout,2025-03-13T03:59:48+00:00
9619,106,workout,2025-03-13T03:59:53+00:00
9620,106,workout,2025-03-13T03:59:58+00:00
9621,106,workout,2025-03-13T04:00:03+00:00
9622,105,workout,2025-03-13T04:00:08+00:00
9623,105,workout,2025-03-13T04:00:13+00:00
9624,105,workout,2025-03-13T04:00:18+00:00
9625,104,workout,2025-03-13T04:00:23+00:00
9626,104,workout,2025-03-13T04:00:28+00:00
9627,104,workout,2025-03-13T04:00:33+00:00
9628,103,workout,2025-03-13T04:00:38+00:00
9629,103,workout,2025-03-13T04:00:43+00:00
9630,103,workout,2025-03-13T04:00:48+00:00
9631,102,workout,2025-03-13T04:00:53+00:00
9632,101,workout,2025-03-13T04:00:58+00:00
9633,101,workout,2025-03-13T04:01:03+00:00
9634,101,workout,2025-03-13T04:01:08+00:00
9635,102,workout,2025-03-13T04:01:13+00:00
9636,101,workout,2025-03-13T04:01:18+00:00
9637,101,workout,2025-03-13T04:01:23+00:00
9638,99,workout,2025-03-13T04:01:28+00:00
9639,97,workout,2025-03-13T04:01:33+00:00
9640,93,workout,2025-03-13T04:01:38+00:00
9641,91,workout,2025-03-13T04:01:43+00:00
9642,88,workout,2025-03-13T04:01:48+00:00
9643,88,workout,2025-03-13T04:01:53+00:00
9644,88,workout,2025-03-13T04:01:58+00:00
9645,88,workout,2025-03-13T04:02:03+00:00
9646,88,workout,2025-03-13T04:02:08+00:00
9647,87,workout,2025-03-13T04:02:13+00:00
9648,88,workout,2025-03-13T04:02:18+00:00
9649,89,workout,2025-03-13T04:02:23+00:00
9650,89,workout,2025-03-13T04:02:28+00:00
9651,89,workout,2025-03-13T04:02:33+00:00
9652,89,workout,2025-03-13T04:02:38+00:00
9653,90,workout,2025-03-13T04:02:43+00:00
9654,89,workout,2025-03-13T04:02:48+00:00
9655,79,awake,2025-03-13T04:02:51+00:00
9656,88,workout,2025-03-13T04:02:53+00:00
9657,86,workout,2025-03-13T04:02:58+00:00
9658,85,workout,2025-03-13T04:03:03+00:00
9659,84,workout,2025-03-13T04:03:08+00:00
9660,84,workout,2025-03-13T04:03:13+00:00
9661,83,workout,2025-03-13T04:03:18+00:00
9662,94,awake,2025-03-13T04:03:20+00:00
9663,83,workout,2025-03-13T04:03:23+00:00
9664,83,workout,2025-03-13T04:03:28+00:00
9665,85,workout,2025-03-13T04:03:33+00:00
9666,86,workout,2025-03-13T04:03:38+00:00
9667,86,awake,2025-03-13T04:03:39+00:00
9668,86,workout,2025-03-13T04:03:43+00:00
9669,86,workout,2025-03-13T04:03:48+00:00
9670,85,workout,2025-03-13T04:03:53+00:00
9671,84,workout,2025-03-13T04:03:58+00:00
9672,84,workout,2025-03-13T04:04:03+00:00
9673,84,workout,2025-03-13T04:04:08+00:00
9674,85,workout,2025-03-13T04:04:13+00:00
9675,85,workout,2025-03-13T04:04:18+00:00
9676,86,workout,2025-03-13T04:04:23+00:00
9677,86,workout,2025-03-13T04:04:28+00:00
9678,85,workout,2025-03-13T04:04:33+00:00
9679,85,workout,2025-03-13T04:04:38+00:00
9680,84,workout,2025-03-13T04:04:43+00:00
9681,85,workout,2025-03-13T04:04:48+00:00
9682,86,workout,2025-03-13T04:04:53+00:00
9683,87,workout,2025-03-13T04:04:58+00:00
9684,88,workout,2025-03-13T04:05:03+00:00
9685,88,workout,2025-03-13T04:05:08+00:00
9686,88,workout,2025-03-13T04:05:13+00:00
9687,87,workout,2025-03-13T04:05:18+00:00
9688,77,awake,2025-03-13T04:08:50+00:00
9689,82,awake,2025-03-13T04:09:14+00:00
9690,79,awake,2025-03-13T04:09:44+00:00
9691,84,awake,2025-03-13T04:14:23+00:00
9692,91,awake,2025-03-13T04:14:26+00:00
9693,78,awake,2025-03-13T04:14:59+00:00
9694,84,awake,2025-03-13T04:19:20+00:00
9695,87,awake,2025-03-13T04:19:23+00:00
9696,78,awake,2025-03-13T04:19:31+00:00
9697,92,awake,2025-03-13T04:21:37+00:00
9698,77,awake,2025-03-13T04:21:40+00:00
9699,84,awake,2025-03-13T04:21:45+00:00
9700,86,awake,2025-03-13T04:23:51+00:00
9701,93,awake,2025-03-13T04:24:03+00:00
9702,101,awake,2025-03-13T04:24:04+00:00
9703,94,awake,2025-03-13T04:26:20+00:00
9704,89,awake,2025-03-13T04:27:15+00:00
9705,91,awake,2025-03-13T04:27:19+00:00
9706,80,awake,2025-03-13T04:31:03+00:00
9707,73,awake,2025-03-13T04:31:12+00:00
9708,86,awake,2025-03-13T04:31:38+00:00
9709,89,workout,2025-03-13T04:35:30+00:00
9710,92,workout,2025-03-13T04:35:40+00:00
9711,96,workout,2025-03-13T04:35:50+00:00
9712,99,workout,2025-03-13T04:36:00+00:00
9713,98,workout,2025-03-13T04:36:10+00:00
9714,98,workout,2025-03-13T04:36:20+00:00
9715,96,workout,2025-03-13T04:36:28+00:00
9716,96,workout,2025-03-13T04:36:33+00:00
9717,96,workout,2025-03-13T04:36:38+00:00
9718,97,workout,2025-03-13T04:36:43+00:00
9719,97,workout,2025-03-13T04:36:48+00:00
9720,97,workout,2025-03-13T04:36:53+00:00
9721,97,workout,2025-03-13T04:36:58+00:00
9722,97,workout,2025-03-13T04:37:03+00:00
9723,97,workout,2025-03-13T04:37:08+00:00
9724,98,workout,2025-03-13T04:37:13+00:00
9725,99,workout,2025-03-13T04:37:18+00:00
9726,99,workout,2025-03-13T04:37:23+00:00
9727,100,workout,2025-03-13T04:37:28+00:00
9728,100,workout,2025-03-13T04:37:33+00:00
9729,100,workout,2025-03-13T04:37:38+00:00
9730,100,workout,2025-03-13T04:37:43+00:00
9731,100,workout,2025-03-13T04:37:48+00:00
9732,101,workout,2025-03-13T04:37:53+00:00
9733,101,workout,2025-03-13T04:37:58+00:00
9734,102,workout,2025-03-13T04:38:03+00:00
9735,102,workout,2025-03-13T04:38:08+00:00
9736,102,workout,2025-03-13T04:38:13+00:00
9737,103,workout,2025-03-13T04:38:18+00:00
9738,104,workout,2025-03-13T04:38:23+00:00
9739,105,workout,2025-03-13T04:38:28+00:00
9740,105,workout,2025-03-13T04:38:33+00:00
9741,105,workout,2025-03-13T04:38:38+00:00
9742,106,workout,2025-03-13T04:38:43+00:00
9743,106,workout,2025-03-13T04:38:48+00:00
9744,106,workout,2025-03-13T04:38:53+00:00
9745,106,workout,2025-03-13T04:38:58+00:00
9746,105,workout,2025-03-13T04:39:03+00:00
9747,104,workout,2025-03-13T04:39:08+00:00
9748,103,workout,2025-03-13T04:39:13+00:00
9749,103,workout,2025-03-13T04:39:18+00:00
9750,104,workout,2025-03-13T04:39:23+00:00
9751,105,workout,2025-03-13T04:39:28+00:00
9752,106,workout,2025-03-13T04:39:33+00:00
9753,106,workout,2025-03-13T04:39:38+00:00
9754,107,workout,2025-03-13T04:39:43+00:00
9755,107,workout,2025-03-13T04:39:48+00:00
9756,107,workout,2025-03-13T04:39:53+00:00
9757,107,workout,2025-03-13T04:39:58+00:00
9758,107,workout,2025-03-13T04:40:03+00:00
9759,107,workout,2025-03-13T04:40:08+00:00
9760,107,workout,2025-03-13T04:40:13+00:00
9761,108,workout,2025-03-13T04:40:18+00:00
9762,107,workout,2025-03-13T04:40:23+00:00
9763,107,workout,2025-03-13T04:40:28+00:00
9764,106,workout,2025-03-13T04:40:33+00:00
9765,106,workout,2025-03-13T04:40:38+00:00
9766,106,workout,2025-03-13T04:40:43+00:00
9767,107,workout,2025-03-13T04:40:48+00:00
9768,107,workout,2025-03-13T04:40:53+00:00
9769,107,workout,2025-03-13T04:40:58+00:00
9770,107,workout,2025-03-13T04:41:03+00:00
9771,107,workout,2025-03-13T04:41:08+00:00
9772,107,workout,2025-03-13T04:41:13+00:00
9773,106,workout,2025-03-13T04:41:18+00:00
9774,106,workout,2025-03-13T04:41:23+00:00
9775,107,workout,2025-03-13T04:41:28+00:00
9776,108,workout,2025-03-13T04:41:33+00:00
9777,108,workout,2025-03-13T04:41:38+00:00
9778,108,workout,2025-03-13T04:41:43+00:00
9779,108,workout,2025-03-13T04:41:48+00:00
9780,108,workout,2025-03-13T04:41:53+00:00
9781,108,workout,2025-03-13T04:41:58+00:00
9782,108,workout,2025-03-13T04:42:03+00:00
9783,108,workout,2025-03-13T04:42:08+00:00
9784,107,workout,2025-03-13T04:42:13+00:00
9785,107,workout,2025-03-13T04:42:18+00:00
9786,108,workout,2025-03-13T04:42:23+00:00
9787,108,workout,2025-03-13T04:42:28+00:00
9788,108,workout,2025-03-13T04:42:33+00:00
9789,108,workout,2025-03-13T04:42:38+00:00
9790,108,workout,2025-03-13T04:42:43+00:00
9791,107,workout,2025-03-13T04:42:48+00:00
9792,106,workout,2025-03-13T04:42:53+00:00
9793,106,workout,2025-03-13T04:42:58+00:00
9794,107,workout,2025-03-13T04:43:03+00:00
9795,106,workout,2025-03-13T04:43:08+00:00
9796,106,workout,2025-03-13T04:43:13+00:00
9797,105,workout,2025-03-13T04:43:18+00:00
9798,104,workout,2025-03-13T04:43:23+00:00
9799,103,workout,2025-03-13T04:43:28+00:00
9800,103,workout,2025-03-13T04:43:33+00:00
9801,102,workout,2025-03-13T04:43:38+00:00
9802,102,workout,2025-03-13T04:43:43+00:00
9803,102,workout,2025-03-13T04:43:48+00:00
9804,102,workout,2025-03-13T04:43:53+00:00
9805,102,workout,2025-03-13T04:43:58+00:00
9806,102,workout,2025-03-13T04:44:03+00:00
9807,103,workout,2025-03-13T04:44:08+00:00
9808,104,workout,2025-03-13T04:44:13+00:00
9809,104,workout,2025-03-13T04:44:18+00:00
9810,104,workout,2025-03-13T04:44:23+00:00
9811,103,workout,2025-03-13T04:44:28+00:00
9812,104,workout,2025-03-13T04:44:33+00:00
9813,104,workout,2025-03-13T04:44:38+00:00
9814,104,workout,2025-03-13T04:44:43+00:00
9815,104,workout,2025-03-13T04:44:48+00:00
9816,104,workout,2025-03-13T04:44:53+00:00
9817,104,workout,2025-03-13T04:44:58+00:00
9818,104,workout,2025-03-13T04:45:03+00:00
9819,104,workout,2025-03-13T04:45:08+00:00
9820,104,workout,2025-03-13T04:45:13+00:00
9821,104,workout,2025-03-13T04:45:18+00:00
9822,104,workout,2025-03-13T04:45:23+00:00
9823,104,workout,2025-03-13T04:45:28+00:00
9824,103,workout,2025-03-13T04:45:33+00:00
9825,103,workout,2025-03-13T04:45:38+00:00
9826,102,workout,2025-03-13T04:45:43+00:00
9827,101,workout,2025-03-13T04:45:48+00:00
9828,101,workout,2025-03-13T04:45:53+00:00
9829,100,workout,2025-03-13T04:45:58+00:00
9830,100,workout,2025-03-13T04:46:03+00:00
9831,100,workout,2025-03-13T04:46:08+00:00
9832,99,workout,2025-03-13T04:46:13+00:00
9833,99,workout,2025-03-13T04:46:18+00:00
9834,99,workout,2025-03-13T04:46:23+00:00
9835,99,workout,2025-03-13T04:46:28+00:00
9836,99,workout,2025-03-13T04:46:33+00:00
9837,99,workout,2025-03-13T04:46:38+00:00
9838,99,workout,2025-03-13T04:46:43+00:00
9839,99,workout,2025-03-13T04:46:48+00:00
9840,98,workout,2025-03-13T04:46:53+00:00
9841,98,workout,2025-03-13T04:46:58+00:00
9842,99,workout,2025-03-13T04:47:03+00:00
9843,99,workout,2025-03-13T04:47:08+00:00
9844,98,workout,2025-03-13T04:47:13+00:00
9845,98,workout,2025-03-13T04:47:18+00:00
9846,98,workout,2025-03-13T04:47:23+00:00
9847,99,workout,2025-03-13T04:47:28+00:00
9848,99,workout,2025-03-13T04:47:33+00:00
9849,99,workout,2025-03-13T04:47:38+00:00
9850,99,workout,2025-03-13T04:47:43+00:00
9851,99,workout,2025-03-13T04:47:48+00:00
9852,99,workout,2025-03-13T04:47:53+00:00
9853,100,workout,2025-03-13T04:47:58+00:00
9854,100,workout,2025-03-13T04:48:03+00:00
9855,100,workout,2025-03-13T04:48:08+00:00
9856,100,workout,2025-03-13T04:48:13+00:00
9857,100,workout,2025-03-13T04:48:18+00:00
9858,100,workout,2025-03-13T04:48:23+00:00
9859,100,workout,2025-03-13T04:48:28+00:00
9860,100,workout,2025-03-13T04:48:33+00:00
9861,99,workout,2025-03-13T04:48:38+00:00
9862,99,workout,2025-03-13T04:48:43+00:00
9863,100,workout,2025-03-13T04:48:48+00:00
9864,100,workout,2025-03-13T04:48:53+00:00
9865,100,workout,2025-03-13T04:48:58+00:00
9866,100,workout,2025-03-13T04:49:03+00:00
9867,100,workout,2025-03-13T04:49:08+00:00
9868,100,workout,2025-03-13T04:49:13+00:00
9869,100,workout,2025-03-13T04:49:18+00:00
9870,100,workout,2025-03-13T04:49:23+00:00
9871,100,workout,2025-03-13T04:49:28+00:00
9872,100,workout,2025-03-13T04:49:33+00:00
9873,99,workout,2025-03-13T04:49:38+00:00
9874,99,workout,2025-03-13T04:49:43+00:00
9875,99,workout,2025-03-13T04:49:48+00:00
9876,99,workout,2025-03-13T04:49:53+00:00
9877,99,workout,2025-03-13T04:49:58+00:00
9878,99,workout,2025-03-13T04:50:03+00:00
9879,100,workout,2025-03-13T04:50:08+00:00
9880,100,workout,2025-03-13T04:50:13+00:00
9881,100,workout,2025-03-13T04:50:18+00:00
9882,100,workout,2025-03-13T04:50:23+00:00
9883,100,workout,2025-03-13T04:50:28+00:00
9884,100,workout,2025-03-13T04:50:33+00:00
9885,100,workout,2025-03-13T04:50:38+00:00
9886,100,workout,2025-03-13T04:50:43+00:00
9887,100,workout,2025-03-13T04:50:48+00:00
9888,100,workout,2025-03-13T04:50:53+00:00
9889,100,workout,2025-03-13T04:50:58+00:00
9890,100,workout,2025-03-13T04:51:03+00:00
